company_name,percent
BANKERS HEALTHCARE GROUP LLC,98.31
BANKERS MORTGAGE CORPORATION,50
"BANKERS MORTGAGE LENDING, INC.",100
"BANKUNITED, NATIONAL ASSOCIATION",99.660000000000011
BANNER CORPORATION,100
BARCLAYS BANK DELAWARE,99.97
BARRONS MORTGAGE GROUP LTD,100
BAS Receivable Management Inc.,100
"BATON ROUGE FINANCIAL SERVICES, L.L.C.",100
"BAV Solutions, LLC",100
"BAY COUNTRYCONSUMER FINANCE,INC.",100
BAY VALLEY,100
BAY VALLEY MORTGAGE GROUP,89.47
"BAYSHORE MORTGAGE FUNDING, LLC",80
BAYSIDE CREDIT,91.67
BB&T CORPORATION,99.69
BBVA FINANCIAL CORPORATION,99.960000000000008
"BC SERVICES, INC.",94.48
BCA Financial Services (New Jersey),33.33
"BCA Financial Services, Inc.",97.71
BCB Investments LLC,100
"BCG Equities, LLC",100
"BCI FINANCIAL GROUP, INC.",100
BCI Financial Corporation,100
BCO Consulting Services,85.71
BELING & ASSOCIATES,33.33
BELMONT FINANCE LLC,100
"BERKSHIRE HILLS BANCORP, INC",98.7
BETHPAGE FEDERAL CREDIT UNION,98.509999999999991
BEXIL AMERICAN MORTGAGE INC.,66.67
BFS Capital Inc.,71.43
BG Lenders Service LLC,100
"BH Financial Group, LLC",0
BHA Services,53.849999999999994
BHFC Financial Services INC,75
"BILL.COM, LLC",100
"BLACK HILLS CHILDREN'S RANCH, INC.",100
BLACK MANN & GRAHAM LLP,100
"BLINCLOANS, INC.",93.75
"BLUE WATER CREDIT, LLC",100
BLUFI LENDING CORPORATION,16.669999999999998
"BM Technologies, Inc.",100
BMO HARRIS BANK NATIONAL ASSOCIATION,99.67
"BMW Financial Services NA, LLC",99.22
BOC LLC,90
BOEING EMPLOYEES CREDIT UNION,97.1
"BOGMAN, INC",77.55
BOK FINANCIAL CORP,99.839999999999989
"BON TERRE CREDIT, LLC",0
BONDED ADJUSTMENT COMPANY,76.92
BOVA Financial Group LLC,50
"BQ & Associates, P.C., L.L.O.",90.24
"BRAUFMANN, LEIGHMANN & ASSOCIATES",42.86
"BRAZOS HIGHER EDUCATION AUTHORITY, INC.",91.67
BRAZOS LOAN SERVICING,100
"BREMER BANK, NATIONAL ASSOCIATION",100
BRIDGELOCK CAPITAL,100
BROADVIEW MORTGAGE CORPORATION,100
BROCKELBANK INC,100
"BROKER SOLUTIONS, INC.",92.05
"BRite Financial Services, Inc.",86.76
"BSI Financial Holdings, Inc.",99.77000000000001
BSJW,0
BTH Management,96.54
"BTS Motors, LLC",22.220000000000002
BUCKEYE FINANCIAL SERVICES OF ALLIANCE INC.,0
"BUDGET CONTROL SERVICES, INC.",92.45
BULBUL INVESTMENTS LLC,20
BUSEY BANK,95.65
"BWW Law Group, LLC",90.72
BYL Collection Services,99.24
Backgrounds Online,100
Bailey & Galyen,100
Bailey Automotive Finance Inc.,100
Baird Home Corporation,100
"Bakalar & Associates, P. A.",100
Baker Recovery Services,50
"Bakkt Opco Holdings, LLC",100
Balbec Capital LP,100
"Balekian Hayes, PLLC",66.67
"Ballato Law Firm, P.C.",50
"Ballybunion Enterprises, Inc",100
Bank of Baroda - New York Branch,100
"Bank of CFPB, Washington, DC CFPB PIV",0
Bank of China USA,100
Bankers Auto Acceptance,100
"Barley Mortgage, LLC",100
"Barnhall Financial Services, Inc.",100
"Barrett Asset Recovery Services, LLC.",100
"Barrett Financial Group, L.L.C.",100
"Barrett Motors, Inc.",100
Barton Creek Auto Credit  LLC,85.71
Basil Lease Corp.,100
"Bass & Associates, P.C., Attorneys at Law",95.89
"Bastion Consumer Funding I, LLC",83.33
Baxter Bailey & Associates,0
"Bay Area Receivables, Inc",80.83
"Bay Area Title Services, LLC",0
Bay Equity LLC,100
Bay Luxury Autos,0
"Bay Shore Finance, Inc.",100
Bay to Bay Lending LLC,100
"Bayfield Financial, LLC",33.33
"Bayside Capital Services, LLC",50.91
"Bayside Recovery Services, Inc.",100
Bayview Investment Group LLC,100
Bayview Solutions LLC,80
"Be Money, Inc. (DBA Daylight)",100
Beach Cars of West Palm Inc.,50
Beacon Funding Corporation,100
"Beard & Lane, P.C.",100
"Becker and Klein, LLC",0
Belem Servicing LLC,100
Bell Financial Services,100
Bell Global Solutions LLC,100
Bella Sloan Enterprises,100
"Bench Equity, L.L.C.",100
"Benchmark Capital Management, LLC",100
"Benchmark Services, Inc.",0
"Bendett & McHugh, P.C.",100
Benefit Mortgage,100
"Benefit Recovery Group, LLC",100
Benjamin Chaise & Associates,94.44
"Benn Realty Services, Inc.",100
Bennett Law PLLC,80
"Benuck & Rainey, Inc.",75
Benworth Capital Partners LLC,76.47
Berco Finance Corp,85.71
"Berlin-Wheeler, Inc. (Kansas)",99.550000000000011
"Berman & Rabin, P.A.",88.52
"Berndt & Associates, P.C.",100
"Bernhardt and Strawser, P.A.",100
"Bessine Walterbach, LLP",100
"Best Account Receivables Management Solutions, LLC",0
Best Capital Funding,50
"Best Loan Service, LLC.",0
Best Ride Inc,100
"Better Mortgage, Inc.",40.79
"BetterNOI, LLC",100
Betterment LLC,100
"Betz-Mitchell Associates, Inc.",50
Beyer Financial Corporation,0
"Biehl & Biehl, Inc",65.710000000000008
"Bierer Law Group, P.A.",100
"Bifulco and Associates, P.C.",100
"Big City Finance, LLLP",100
"Big Picture Loans, LLC",95.3
"Bilateral Credit Corp, LLC",80.65
"Billco, Inc",0
Biltmore Asset Management LLC,100
"Birchwood Credit Services, Inc.",100
"Bison Recovery Group, Inc.",100
"Bit Express, LLC",0
"Bizcorp, LLC",100
"Blackburn Law Office, LLC",100
Blackhawk Finance,0
Blackhawk Network Holdings Inc.,98.99
Blackrock Mitigation Group LLC,4.55
"Blackstad, Hrabe, Kirlorsky, LLC",100
Blackwater Capital Group LLC.,100
"Blackwell, Burns & Pratt",100
Blackwood Credit Service,100
"Blakely-Witt and Associates, Inc.",91.33
"Blatt, Hasenmiller, Leibsker & Moore, LLC",98.1
Bleier & Cox APC,100
"Bliksum, LLC",90.56
"Blitt and Gaines, P.C.",98.95
"Blitz Ventures, LLC",100
"Block, Inc.",99.81
BlockFi Inc,100
"Blockchain.com, Inc.",100
Blue Brick Financial LLC,66.67
"Blue Global Media, Inc.",0
"Blue Sky Capital Realty, Inc.",37.5
BlueChip Financial,97.89
"BlueYield, Inc.",100
"Bluegrass Credit Corporation, Inc.",100
Blueleven Capital Corporation,100
"Blueprint Holding Co., Inc",100
Blueshore Recovery,94.740000000000009
Bluestein Hirsch and Associates,77.78
Boich Law Offices,0
Bond Corporation,100
"Bonded Business Services, Ltd.",95.45
Bonded Collections of Rice Lake Inc,33.33
"Bonded Collectors of Wisconsin, Inc",80
"Bonial & Associates, P.C",61.539999999999992
Bonneville Billing and Collections,100
Boone & Associates Group LLC,100
"Borenstein & Associates, LLC",8.33
"Borns & Steele, P.C.",0
"BorrowersFirst, Inc.",78.57
Boston Portfolio Advisors,100
"Bowen & Associates Recovery, Inc",61.539999999999992
Boxwood Mortgage LLC,100
Brady & Cissne Law,100
Brady Distributing Company,0
Bragg and Associates Real Estate LLC,100
"Branch Messenger, Inc.",100
Brandywine Professional Services,0
"Branson Quick Cash, Inc.",100
"Braviant Holdings, LLC",95.17
"Bread Financial Holdings, Inc.",99.99
"Breit & Boomsma, P.C.",100
"Breit Law Office, P.C.",66.67
"Brelvis Consulting, LLC",97.009999999999991
"Brennan & Clark, Ltd., LLC",62.07
"Brent D. Stamps, Attorney at Law",100
"Brewer's Quality Homes, Inc.",100
"Brian A. Blitz, P.A.",100
Brian Kvarfordt,33.33
"Brian McCaffrey, Attorney At Law",100
"Brian P. Mickles, PLLC",100
"Bridge It, Inc.",100
Bridgecrest Acceptance Corporation,95.53
Bright Capital Inc,100
"Brightfunders, LLC",97.11999999999999
"Brightwater Capital, LLC",86.960000000000008
"Brilliance Credit, LLC",100
Brinkman Alliance Group,0
"Bristlecone, Inc.",12.5
"Bristol Point Financial, Inc.",75
Briteside Solutions LLC,100
Broadway Account Services,28.57
"Brock & Scott, PLLC",98.75
Broder Credit & Collection Service,0
Bronstein & Weiss Arbitration,15.85
"Brookings Credit Bureau and Collection Agency, Inc.",100
"Brookshaw Management, LLC",90.48
Brother Loan & Finance Co.,100
Broward Adjustment Services,91.490000000000009
"Brown Law, PLLC",83.33
"Brown Olcott, PLLC",0
"Brown and Joseph, Ltd",86.67
Brown’s New Credit Bureau Inc.,74.19
Bryant Bryant & Associates LLC,65
"Bryant, Hodge & Associates LLC",0
Bubba Hill Auto Plaza Inc,100
Buckingham Mortgage LLC,100
"Buckingham, Doolittle & Burroughs, LLC",100
"Buckles & Buckles, P.L.C.",100
Budget Mortgage Corp.,100
Bueno Title and Escrow,100
Buffalo Auto Acceptance Corp.,50
"Buffaloe & Associates, PLC",95
"Bull City Financial Solutions, Inc",92.600000000000009
"Bullet Recovery, LLC.",100
Bullseye Collection Agency,100
Bureau of Accounts Control,6.8199999999999994
Bureau of Medical Economics of Santa Clara County,66.67
Burke Costanza & Carberry LLP,25
"Burns & Carlisle, Inc.",100
"Burns Auto Credit, LLC",100
"Burns, Burns, Walsh & Walsh, PA",33.33
"Bursey & Associates, P.C.",93.75
"Burt, Blee, Dixon, Sutton & Bloom, LLP",100
"Burton Neil & Associates, P.C.",94.12
"Bushwood Capital Group, Inc.",100
Business & Professional Collection Service Inc,100
Business Credit Management Associates,100
Business Financing Corporation,100
"Business Law Group, P.A.",0
"Business Revenue Systems, Inc.",98.41
"Business Starters, Inc",100
"Butler and Associates, PA",85
"Butler, Butler & Rowse-Oberle, P.L.L.C.",100
Butte County Credit Bureau,68.179999999999993
"Byers Law, LLC",0
"Byrider Franchising, LLC",99.6
"C & A Mortgage Services of Florence, Inc.",100
"C & E Financial Group, Inc.",100
"C & M Associates Group, Inc.",100
"C & S Auto Enterprises, Inc",100
C B Merchant Services,100
C&F MORTGAGE CORPORATION,95.45
"C&H INVESTMENTS, INC.",100
"C&I Financial, Inc.",100
C. Edwin Walker Attorney at Law,100
"C.Tech Collections, Inc.",95.65
C/C Financial,97.5
C2 Financial Corporation,88.89
"CAB Receivables, Inc.",18.18
CAC Financial Corp,98.91
"CAC Services, Inc.",100
CADENCE BANCORPORATION,100
CADENCE BANK,100
"CAINE & WEINER COMPANY, INC.",99.6
CALCON MUTUAL MORTGAGE LLC DBA ONETRUST HOME LOANS,72.41
"CALIFORNIA RECOVERY BUREAU, INC",81.820000000000007
"CALM, Inc.",60
CAPITAL CENTER LLC,100
CAPITAL ONE FINANCIAL CORPORATION,99.89
"CAPITAL RESOURCE MANAGEMENT, INC.",65.52
"CAPITOL TITLE INSURANCE AGENCY, INC.",100
"CARCO Group, Inc.",88.570000000000007
CARD Corporation,92.89
CARDINAL FINANCIAL COMPANY,96.23
CARDPLATFORMS LLC,100
"CARMEL FINANCIAL CORPORATION, INC.",100
"CARRINGTON MORTGAGE SERVICES, LLC",99.39
"CARS Acquisition, LLC",95.83
"CARTER-JONES COLLECTION SERVICE, INC",100
CARVANT FINANCIAL LLC,98.04
"CASH AMERICA INTERNATIONAL, INC.",97.06
CASH IN A FLASH INC,100
"CASH, INC.",100
"CASHCALL, INC.",99.26
CASTLE ROCK,0
CATHAY BANK,97.14
"CAVALRY INVESTMENTS, LLC",99.94
"CB Collections, Inc.",100
"CB1, Inc.",98.68
"CBA of GA, Inc.",100
"CBC Companies, Inc.",99.6
"CBC Credit Services, Inc.",94.12
CBC Holdings LLC,100
CBC Mortgage Agency,80
"CBCS, Inc.",75
"CBK, Inc.",100
"CBM Mortgage, Inc.",100
"CBM Services, Inc.",95.45
"CBS Collections, Inc",87.5
CBV Collection Services Ltd.,73.33
"CCB Credit Serivces, Inc",98.75
CCBA Inc.,0
CCF Intermediate Holdings LLC,100
"CCI Financial, Inc",100
CCM Finance LLC,57.69
"CCS Financial Services, Inc.",94.04
"CDI Affiliated Services, Inc.",96.97
"CDS Debt Relief, LLC",66.67
"CENDERA FUNDING, INC.",88.89
CENTENNIAL LENDING GROUP LLC,100
"CENTENNIAL LENDING, LLC",60
CENTERSTATE BANK CORPORATION,100
CENTRAL BANC MORTGAGE CORPORATION,0
"CENTRAL BANCOMPANY, INC",100
CENTURION IV LLC,33.33
CENTURY MORTGAGE COMPANY,57.14
CERTAINTY HOME LOANS LLC,92.31
"CERTIFIED COLLECTORS, INC.",96.3
CF Funding,25
"CFAM Financial Services, LLC",6.67
CFM Group LLC,95.12
CFS ACCEPTANCE,0
"CFS Holdings, Inc",94.12
CFS of Aurora IL LLC,66.67
CFS2 Inc.,100
CFW Holdings LLC,94.740000000000009
"CGB AGRI FINANCIAL SERVICES, INC.",0
CHALLENGE FINANCIAL SERVICES,92.86
"CHARLES SCHWAB CORPORATION, THE",99.21
CHARTER CAPITAL CORPORATION,33.33
"CHECK COLLECTION OF AMERICA, INC.",100
CHECK INTO CASH INC.,100
"CHECKredi of Kentucky, LLC",100
CHERRY CREEK MORTGAGE COMPANY INC.,100
CHEXTOP of America Inc.,100
CHOICE CAPITAL FUND,58.330000000000005
CHOICE LENDING CORP,100
CHRISTUS HEALTH,100
"CHS, Inc.",78.05
CIBC BANCORP USA INC.,100
CIBC BANK USA,85.71
"CICA Collection Agency, Inc.",62.5
CIG FINANCIAL LLC,98.39
"CIR, Law Offices",84.44
"CIRN, INC.",100
CIS DIRECT LENDING,73.68
"CIT BANK, NATIONAL ASSOCIATION",94.6
"CITIBANK, N.A.",99.550000000000011
"CITIZENS FINANCIAL GROUP, INC.",99.960000000000008
CITIZENS FIRST WHOLESALES MORTGAGE,100
CITY CREEK MORTGAGE CORP.,100
CITY NATIONAL BANK,97.42
CITYWIDE HOME LOANS,100
CITYWIDE HOME LOANS A UTAH CORPORATION,94.44
CITYWORTH MORTGAGE LLC,97.22
"CJA Auto Sales, Inc.",80
CL Holdings LLC,99.9
"CLA Co, Inc.",100
"CLAYTON AUTOS, INC",11.110000000000001
CLEVELAND HOME TITLE AGENCY,0
CLS Mortgage Inc.,0
CLX Systems/ Westwood Management,18.18
"CLuisMortgages, LLC",0
"CMCO Mortgage, LLC",0
"CMCS, Inc. DBA Central Mercantile Collection Services",100
"CMG MORTGAGE, INC",96.789999999999992
CMK Investments Inc,80
"CMM Finance, Inc.",100
"CMM of Louisiana, LLC",75
"CMRE Financial Services, Inc.",94.42
"CN Collections, Inc.",75
"CNC MORTGAGE, LLC",0
CNG FINANCIAL CORPORATION,95.17
CNG HOLDINGS INC,95.08
"CNG Investments, Inc",100
CNJ Enterprises LLC DBA Legal-Bay LLC,100
CNP Solutions,100
CNY Management Group Inc,100
COAST 2 COAST FUNDING GROUP,100
COAST PROFESSIONAL INC,98.2
"COASTAL LAW FIRM, APLC",100
COASTAL STATES MORTGAGE CORPORATION,84
COINFLIP LLC,100
"COLLECTECH DIVERSIFIED, INC.",100
COLLECTION BUREAU INCORPORATED,93.06
COLLECTION PROFESSIONALS INC (Illinois),95.35
"COLLECTION SERVICES OF ATHENS, INC.",86.39
COLLECTIONS UNLIMITED OF TEXAS INC,62.860000000000007
"COLLECTIONS USA, INC.",96.72
"COLLECTRON, INC.",75
COLLTECH INC,100
COLORADO HOUSING AND FINANCE AUTHORITY,97.960000000000008
"COLUMBIA BANKING SYSTEM, INC.",100
COMMERCE BANK,98.27
"COMMERCIAL SERVICES GROUP, INC.",100
"COMMONWEALTH MORTGAGE, LLC",0
"COMMUNITY BANK SYSTEM, INC.",96.08
"COMMUNITY CHOICE FINANCIAL, INC.",93.43
COMMUNITY FIRST FUND FEDERAL CREDIT UNION,100
COMMUNITY MORTGAGE CORPORATION,100
COMMUNITY REINVESTMENT FUND,100
"COMPASS MORTGAGE, INC.",100
"COMPREHENSIVE LEGAL SOLUTIONS, INC.",0
COMPUTER SCIENCES CORPORATION,57.69
CONDOR CAPITAL CORP,35.480000000000004
CONGRESS COLLECTION CORP,96
CONRAD CREDIT CORPORATION,73.75
CONST LLC,0
"CONSUMER PROTECTION ASSISTANCE COALITION, INC",7.6899999999999995
"CONTINENTAL HOME LOANS, INC",100
CONTINENTAL MORTGAGE BANKERS,100
CONTOUR MORTGAGE CORPORATION,50
CONTRACT CALLERS INC,96.58
CONTRACT RESOLVE GROUP LLC,100
"CONVERGING CAPITAL, LLC",100
COOLEY ENTERPRISES INC,12
COOPER HEALTH SYSTEM,90.91
CORELOGIC INC,99.48
"CORNERSTONE MORTGAGE, INC.",75
"CORNERSTONE RESOLUTION GROUP, INC.",94.12
CORPORATE INVESTORS MORTGAGE,100
"COUNTRY CLUB MORTGAGE, INC.",100
"CR-MPM, LLC dba Don Carro",50
"CRA Collections, Inc",100
CRCO,100
CRE Credit Services,33.33
CRED Technologies dba cred.ai,100
CREDICO. INC,98.78
CREDIGY SOLUTIONS INC.,50
CREDIGY USA CORP.,99.29
CREDIT ACCEPTANCE CORPORATION,99.74
"CREDIT ASSOCIATES, INC. (OR)",100
"CREDIT BUREAU ASSOCIATES-NORTHEAST, INC.",100
"CREDIT BUREAU OF BISMARCK, INC.",100
"CREDIT BUREAU OF FARMINGTON, INC",92.31
"CREDIT BUREAU OF LANCASTER & PALMDALE, A CORPORATION",100
"CREDIT BUREAU OF LEWISTON-CLARKSTON, INC",100
"CREDIT BUREAU OF NAPA COUNTY, INC.",90.57
"CREDIT BUREAU OF NEW ULM, INC.",62.5
"CREDIT BUSINESS SERVICES, INC.",0
CREDIT CARD MANAGEMENT SERVICES INC,50
"CREDIT CONCEPTS, INC.",90.63
CREDIT MANAGEMENT CORPORATION,100
"CREDIT WORLD SERVICES, INC.",98
CRESCENT MORTGAGE COMPANY,100
CRESCO CAPITAL INC.,93.65
CRL Home Loans,100
CSO Financial,97.960000000000008
"CU Alliance, LLC",100
CU MORTGAGE SERVICES INC.,100
"CU Recovery, Inc.",95.08
"CULLEN/FROST BANKERS, INC.",99.56
CURO Intermediate Holdings,99.94
CUSO Home Lending,100
"CUSTOMERS BANCORP, INC",100
CVB FINANCIAL CORP.,100
CW Financial,4.17
CWI INC,100
Cactus Jacks Auto Sales,87.5
"Caddis Funding, LLC",100
Cade Investments LLC,58.330000000000005
Cadillac Accounts Receivable Management,94.44
Cajie LLC,100
Cal-Tenn Financial LLC,100
"CalAtlantic Financial Services, Inc., Scottsdale, AZ Branch",100
CalLoan Corp,50
"Caliber Home Loans, Inc.",99.11999999999999
California Accounts Service,98.18
"California Business Bureau, Inc.",91.52
California Enterprise Agencies,0
"Caliver Beach Mortgage, LLC",100
"Call A Friend Financial Services, LLC",100
Calvin Dean Homolka II,75
"Cam Credits, Inc.",100
"Camelot Financial Services, Inc.",94.740000000000009
Camino Financial Inc.,62.5
Campos Financial Corp.,100
"Campus Student Funding, LLC",40
Cannon & Cannon Firm PC,87.5
Canyon Mortgage Corp.,100
Capehart & Scatchard PA,100
"Capio Partners, LLC",99.69
Capital 1 Consultants,0
"Capital Accounts, LLC",70.7
"Capital Alliance Financial, LLC",92.11
Capital Asset Recovery INC DBA Jacobson and Wright,100
"Capital Auto Credit, LLC",100
"Capital Benefit, Inc.",100
Capital Collection Management LLC,100
"Capital Collections, LLC",80
"Capital Credit and Collection Service, Inc.",93.47999999999999
"Capital Eleven Auto, LLC dba Capital Auto Loan",100
"Capital Financial Group, LLC of Illinois",0
"Capital For Change, Inc.",100
Capital Home Advocacy Center,0
"Capital Link Management, LLC",100
"Capital M Lending, LLC",100
"Capital Management Services, LP",98.48
"Capital Markets Cooporative, LLC",87.85
"Capital Mitigation Services, LLC",100
Capital Mortgage,50
"Capital Provider Holdings, Inc.",100
Capital Recovery Corporation,93.33
"Capital Recovery Systems, Inc.",54.55
"Capital Recovery, LLC (Closed)",0
Capital Servicing Group,20
Capitol Credit Company,100
"Capitol Credit Services, Inc",13.33
"Capstone Capital USA, LLC",0
"Capstone Credit & Collection, LLC.",99.33
"Capstone Funding Group, Inc.",0
"Capture Financial, LLC",50
Car Cage Motors Inc,100
Car Cash of Lawrenceville LLC,0
"Car Credit Finance, LLC",85.71
Car Credit Inc,100
"Car Credit Solutions, Inc.",50
"CarFinance Capital LLC, Irvine, CA Branch",94.25
"CarMax, Inc.",99.42
"Carbucks of Delaware, Inc",83.33
"CardarelliBridgewaterandAssociates,INC.",0
"Cardinal Accounts, Inc.",100
Care Cash Express LLC,100
Carfast Financial Holdings,0
"Caribou Financial, Inc.",100
Carma Enterprises Inc,57.14
"Carmen V. Porreca, P.C.",100
"Carolina Finance, LLC",96
Carolina's Premier Mortgage Corporation,100
"Caroline Peters Belsom, Attorney at Law, LLC",100
"Carpenter, Hazlewood, Delgado & Bolen, PLC",100
Cars America Inc.,100
"Cars Financial, Inc",75
CarsNow LLC,100
"Carter Business Service, Inc.",100
"Carter-Young, Inc.",75.160000000000011
"Carvana Group, LLC",95.309999999999988
"Cascade CISS Holdings, LLC",100
"Cascade Capital, LLC",91.22
Cascade Collections LLC,100
"Cascade Collections, Inc.",17.14
"Cascade Creditors Service, llc",42.86
"Cascade Mortgage, Inc.",10
"Case Law Firm, S.C.",100
CaseAdvance,100
"Casesa Bowden Barlow, P.A.",25
"Cash Advance Centers of KY, Inc.",100
"Cash Express, LLC",97.65
Cash In Minutes,0
"Cash Link USA, LLC",100
Cash Max LLC,100
Cash Money LLC,50
"Cash Security, Inc.",100
"Cash Time Title Loans, Inc.",83.33
Cash-Installment LLC,50
CashMax LLC,100
"Cashbak, LLC",100
"Cashco Financial Services, Inc",100
"Castle Credit Co Holdings, LLC, Chicago, IL Branch",91.84
Castle Mortgage Corporation dba Excelerate Capital,100
"Castle Restorations, Inc.",100
Castle and Cookie Mortgage LLC,70
Catalyst Mortgage Inc.,66.67
Catch Financial Inc,100
Cavalier Mortgage Group,0
"Cawley & Bergmann, LLP",88.35
"Cawthorn, Deskevich & Gavin, P.c.",75
"Cayetano Development, LLC",100
Ceannate,98.37
"Cedars Business Services, LLC",92.38
"Celebrity Financial, Inc.",100
"Celentano, Stadtmauer & Walentowicz, LLP",57.14
Celsius US Holding LLC,96.49
Cember & Cember P.C.,100
"Center Street Finance, LP dba CSF Servicing",100
"Central Atlantic Legal Group, PLLC, t/a Booth, Strange & Daniel",100
Central Atlantic Sales Inc. T/A Priority Buy Here Pay Here,100
Central Business Funding,54.55
"Central Capital Arbitration Firm, LLC",0
Central Collection Corporation,25
